#,title,videoUrl,videoId,publishedAt,position
90,Amazon Web Services (AWS) : Virtual Private Cloud (VPC)  Explained in Hindi,https://www.youtube.com/watch?v=70VeggbI39U&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=90,70VeggbI39U,2019-05-26T07:15:49Z,89
91,Cloud Ecosystem Explained in Hindi l Cloud Computing Course,https://www.youtube.com/watch?v=GbVFpTYWKHU&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=91,GbVFpTYWKHU,2021-11-18T04:49:36Z,90
92,Cloud Computing Architecture Explained in Hindi,https://www.youtube.com/watch?v=TNt0TlSEIRg&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=92,TNt0TlSEIRg,2021-11-23T12:11:49Z,91
93,Amazon EC2 Instance Types : General Purpose Instance Part-1 Explained in Hindi l AWS Tutorial,https://www.youtube.com/watch?v=HQ_dP6mXrUs&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=93,HQ_dP6mXrUs,2022-03-21T05:29:03Z,92
94,Amazon EC2 Instance Types : General Purpose instance Part-2 Explained in Hindi l AWS Tutorial,https://www.youtube.com/watch?v=rWTrqMLyJbg&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=94,rWTrqMLyJbg,2022-03-22T15:30:09Z,93
95,Amazon EC2 Instance Types : Compute Optimized Instance Explained in Hindi,https://www.youtube.com/watch?v=LUXdW3SlWCI&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=95,LUXdW3SlWCI,2022-03-23T15:30:04Z,94
96,Virtual Machine Explained in Hindi l Cloud Computing,https://www.youtube.com/watch?v=OHWGUtSsPUg&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=96,OHWGUtSsPUg,2022-11-08T13:52:11Z,95
97,What is Hypervisor Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=qmPCBBBrc00&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=97,qmPCBBBrc00,2022-11-14T11:28:01Z,96
98,Type 1 Hypervisor Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=ojpYJTz9SDg&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=98,ojpYJTz9SDg,2022-11-16T11:58:50Z,97
99,Type 2 Hypervisor Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=n0uY8nvOvAM&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=99,n0uY8nvOvAM,2022-11-18T12:24:49Z,98
100,Server Virtualization Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=eJEk5FKjfUk&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=100,eJEk5FKjfUk,2023-01-21T12:14:02Z,99
101,Storage Virtualization Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=OUq-zNNTxBQ&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=101,OUq-zNNTxBQ,2023-01-22T12:30:09Z,100
102,Desktop Virtualization Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=KXCXbNTqB4c&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=102,KXCXbNTqB4c,2023-01-24T12:30:08Z,101
103,Network Virtualization Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=ABrXGwNsFfA&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=103,ABrXGwNsFfA,2023-01-25T12:30:04Z,102
104,Application Virtualization Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=O5NR1wE_-_s&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=104,O5NR1wE_-_s,2023-01-23T12:30:07Z,103
105,Data Virtualization Explained with Example in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=OLxLlGs033g&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=105,OLxLlGs033g,2023-01-27T11:49:55Z,104
106,DAS : Direct Attached Storage Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=JJf9dUQFiW8&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=106,JJf9dUQFiW8,2023-01-29T12:30:08Z,105
107,NAS : Network Attached Storage Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=fm_HysRkmSQ&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=107,fm_HysRkmSQ,2023-01-30T12:30:15Z,106
108,SAN : Storage Area Network Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=7e2XkrvkboU&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=108,7e2XkrvkboU,2023-01-31T12:30:03Z,107
109,Load Balancer Explained in Hindi l Cloud Computing Series,https://www.youtube.com/watch?v=TO3yGao_Vjs&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=109,TO3yGao_Vjs,2023-02-01T12:30:21Z,108
110,Round Robin and Weighted Round Robin Algorithms Explained in Hindi (Load Balancing) Cloud Computing,https://www.youtube.com/watch?v=USnb3E6mTeA&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=110,USnb3E6mTeA,2023-02-02T12:30:23Z,109
111,"Least Connections, Weighted Least Connections and Least Response Time Algorithms Explained in Hindi",https://www.youtube.com/watch?v=qtfSe6gco94&list=PLwC0UuFKct50cbfZcJjUFcBSQ9ex1K40t&index=111,qtfSe6gco94,2023-02-03T12:30:31Z,110
